timestamp,cumulFlow
"""2025-04-07T11:04:28.000Z""",248.47
"""2025-04-07T11:14:28.000Z""",248.47
"""2025-04-07T11:24:28.000Z""",248.47
"""2025-04-07T11:34:28.000Z""",248.47
"""2025-04-07T11:44:28.000Z""",248.47
"""2025-04-07T11:54:28.000Z""",248.47
"""2025-04-07T12:04:28.000Z""",248.47
"""2025-04-07T12:14:28.000Z""",248.47
"""2025-04-07T12:24:28.000Z""",248.47
"""2025-04-07T12:34:28.000Z""",248.47
"""2025-04-07T12:44:28.000Z""",248.47
"""2025-04-07T12:54:28.000Z""",248.47
"""2025-04-07T13:04:28.000Z""",248.47
"""2025-04-07T13:14:28.000Z""",248.47
"""2025-04-07T13:24:28.000Z""",248.47
"""2025-04-07T13:34:28.000Z""",248.47
"""2025-04-07T13:44:28.000Z""",248.47
"""2025-04-07T13:54:28.000Z""",248.47
"""2025-04-07T14:04:28.000Z""",248.47
"""2025-04-07T14:14:28.000Z""",248.47
"""2025-04-07T14:24:28.000Z""",248.47
"""2025-04-07T14:34:28.000Z""",248.47
"""2025-04-07T14:44:28.000Z""",248.47
"""2025-04-07T14:54:28.000Z""",248.47
"""2025-04-07T15:04:28.000Z""",248.47
"""2025-04-07T15:14:28.000Z""",248.47
"""2025-04-07T15:24:28.000Z""",248.47
"""2025-04-07T15:34:28.000Z""",248.47
"""2025-04-07T15:44:28.000Z""",248.47
"""2025-04-07T15:54:28.000Z""",248.47
"""2025-04-07T16:04:28.000Z""",248.47
"""2025-04-07T16:14:28.000Z""",248.47
"""2025-04-07T16:24:28.000Z""",248.47
"""2025-04-07T16:34:28.000Z""",248.47
"""2025-04-07T16:44:28.000Z""",248.47
"""2025-04-07T16:54:28.000Z""",248.47
"""2025-04-07T17:04:28.000Z""",248.47
"""2025-04-07T17:14:28.000Z""",248.47
"""2025-04-07T17:24:28.000Z""",248.47
"""2025-04-07T17:34:28.000Z""",248.47
"""2025-04-07T17:44:28.000Z""",248.47
"""2025-04-07T17:54:28.000Z""",248.47
"""2025-04-07T18:04:28.000Z""",248.47
"""2025-04-07T18:14:28.000Z""",248.47
"""2025-04-07T18:24:28.000Z""",248.47
"""2025-04-07T18:34:28.000Z""",248.47
